PROGRAMA	NOMBRE	FECHA	TORNEO	HORA	COD	MINIMO	LOCAL	L	E	V	VISITA	LoE	LoV	EoV	1TL	1TE	1TV	2TL	2TE	2TV	L/L	E/L	V/L	L/E	E/E	V/E	L/V	E/V	V/V	-1.5	+1.5	-2.5	+2.5	-3.5	+3.5	0-1	2-3	4+	A	NA	I	P	FLAG	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	BUL	09:30	1328	3	ETAR 1924	1.63	3.32	4.23	MONTANA 1921	1.09	1.18	1.86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			bg.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	TUR2	10:00	1225	3	ALTINORDU	3.35	3.15	1.88	SAMSUNSPOR	1.62	1.20	1.18	3.90	1.95	2.40	3.60	2.25	2.15	-	-	-	-	-	-	-	-	-	3.00	1.18	1.60	1.90	1.15	3.20	3.00	1.65	3.20	1.70	1.80			tr.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	KAZ	10:00	1260	3	KAISAR	6.75	4.60	1.27	ASTANA	2.74	1.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	10:00	1330	3	BARNECHEA	2.30	3.10	2.55	DEPORTES PUERTO MONTT	1.32	1.21	1.40	2.85	1.95	3.15	2.60	2.20	2.90	3.75	5.50	25.00	14.00	4.75	14.00	28.00	6.25	4.25	3.00	1.18	1.65	1.85	1.15	3.20	3.00	1.80	3.20	1.65	1.85			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	LVA	10:00	1332	3	RIGAS FUTBOLA SKOLA	1.15	6.00	9.00	SPARTAKS JURMALA	-	1.02	3.60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SAF	10:00	1334	3	CHIPPA UTD	2.40	2.60	2.85	BLOEMFONTEIN CELTIC	1.25	1.30	1.36	3.15	1.75	3.40	2.85	2.00	3.05	4.10	5.50	25.00	14.00	3.90	14.00	25.00	6.00	4.40	2.25	1.35	1.35	2.45	1.03	4.75	2.25	1.68	4.75	1.95	1.55			za.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SVN	10:00	1335	3	ALUMINIJ	2.25	2.90	2.80	ASK BRAVO	1.27	1.25	1.42	2.60	1.85	3.90	2.35	2.10	3.50	-	-	-	-	-	-	-	-	-	2.75	1.22	1.52	2.00	1.10	3.75	2.75	1.62	3.75	1.82	1.68			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	FIN2	10:30	1336	3	KLUBI 04 HELSINKI	2.80	3.15	2.10	MP MIKKELIN	1.48	1.20	1.26	3.60	2.00	2.45	3.30	2.30	2.25	5.00	7.25	28.00	14.00	5.00	14.00	25.00	4.90	3.00	3.50	1.12	1.85	1.65	1.20	2.85	3.50	1.62	2.85	1.60	1.90			fi.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	11:00	1337	3	COBRELOA	1.85	3.14	3.43	SANTIAGO MORNING	1.16	1.20	1.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	11:00	1338	3	COPIAPO	2.30	3.05	2.60	MUNICIPAL IQUIQUE	1.31	1.22	1.40	2.90	1.95	3.20	2.60	2.20	2.90	3.75	5.50	25.00	14.00	4.50	14.00	28.00	6.25	4.25	3.00	1.18	1.65	1.85	1.15	3.20	3.00	1.80	3.20	1.62	1.88			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	11:30	1341	3	SAN MARCOS ARICA	2.20	3.05	2.70	DEP TEMUCO	1.28	1.21	1.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SUE	11:30	1342	2	DEGERFORS	1.95	3.20	3.35	OREBRO	1.21	1.23	1.64	2.55	2.00	4.00	2.30	2.30	3.60	3.15	4.90	25.00	14.00	4.60	15.00	28.00	7.75	6.00	3.50	1.15	1.85	1.65	1.25	2.85	3.50	1.78	2.85	1.58	1.92			se.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SUE2	11:30	1343	3	GAIS GOTENBORG	3.05	2.85	2.10	TRELLEBURGO	1.47	1.24	1.21	3.30	1.90	2.85	3.05	2.15	2.60	4.50	6.25	28.00	14.00	4.40	14.00	25.00	5.50	3.75	2.85	1.20	1.50	2.05	1.12	3.50	2.85	1.78	3.50	1.70	1.80			se.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SUE2	11:30	1344	3	LANDSKRONA	2.75	2.95	2.25	FALKENBERG	1.42	1.24	1.28	3.10	1.90	3.00	2.85	2.15	2.75	4.10	6.00	25.00	14.00	4.40	14.00	25.00	5.75	4.00	3.00	1.18	1.62	1.88	1.15	3.20	3.00	1.80	3.20	1.68	1.82			se.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	INPL	12:00	282	1	SOUTHAMPTON	2.55	3.50	2.30	LEEDS	1.48	1.21	1.39	3.00	2.25	2.80	2.80	2.60	2.60	4.00	6.50	25.00	14.00	5.75	14.00	25.00	6.00	3.60	4.75	1.06	2.25	1.42	1.45	2.15	4.75	2.00	2.15	1.35	2.45			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	INPL	12:00	290	1	MANCHESTER UTD	1.33	4.70	6.75	FULHAM	1.04	1.11	2.77	1.75	2.45	6.50	1.60	2.90	6.25	1.90	4.00	19.00	17.00	7.25	18.00	50.00	16.00	12.00	4.50	1.08	2.10	1.48	1.38	2.35	4.50	1.90	2.35	1.72	1.78			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ING1	12:00	1301	1	OXFORD	2.30	3.05	2.75	BLACKPOOL	1.31	1.25	1.45	2.75	1.95	3.60	2.50	2.20	3.35	3.50	5.25	25.00	14.00	4.50	15.00	28.00	7.00	5.25	3.00	1.22	1.55	1.95	1.15	3.50	3.00	1.72	3.50	1.68	1.82			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	BUL	12:00	1345	3	BOTEV VRATSA	2.89	3.09	2.08	SLAVIA SOFIA	1.49	1.21	1.24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			bg.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ESP2	12:00	1348	3	CARTAGENA	2.90	2.80	2.30	ALMERIA	1.42	1.28	1.26	3.70	1.80	3.05	3.35	2.05	2.75	5.00	6.50	28.00	15.00	3.90	15.00	25.00	5.50	4.00	2.45	1.35	1.40	2.30	1.08	4.50	2.45	1.75	4.50	1.90	1.60			es.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ROM	12:30	1350	3	BOTOSANI	4.70	3.60	1.50	CFR CLUJ	2.04	1.14	1.06	5.50	1.95	2.05	5.25	2.25	1.85	9.25	11.00	38.00	17.00	4.60	16.00	22.00	3.90	2.35	2.85	1.20	1.58	1.92	1.12	3.50	2.85	1.62	3.50	1.92	1.58			ro.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	TUC	12:45	1306	1	ANTALYASPOR	4.00	3.25	1.75	BESIKTAS	1.79	1.22	1.14	4.75	2.12	2.12	4.40	2.45	1.92	7.50	10.00	40.00	16.00	5.50	15.00	23.00	4.40	2.50	3.50	1.15	1.72	1.78	1.25	2.85	3.50	1.78	2.85	1.68	1.82			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	INPL	13:00	283	1	BRIGHTON	5.60	4.10	1.45	MANCHESTER CITY	2.37	1.15	1.07	5.60	2.30	1.95	5.40	2.65	1.75	9.25	12.50	40.00	16.00	6.25	16.00	20.00	4.10	2.15	3.90	1.12	1.90	1.60	1.28	2.70	3.90	1.80	2.70	1.72	1.78			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ICL	13:00	1352	3	SOLIHULL	1.33	4.25	6.00	BARNET	1.01	1.09	2.49	1.78	2.25	5.75	1.62	2.65	5.50	2.00	4.00	19.00	15.00	6.50	17.00	40.00	14.00	10.00	4.00	1.08	2.05	1.50	1.28	2.50	4.00	1.80	2.50	1.75	1.75			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ICL	13:00	1353	3	WREXHAM	2.55	3.00	2.35	NOTTS COUNTY	1.38	1.22	1.32	3.00	1.95	3.00	2.75	2.20	2.75	3.90	5.75	25.00	15.00	4.75	15.00	25.00	5.75	3.90	2.85	1.20	1.58	1.92	1.12	3.50	2.85	1.78	3.50	1.72	1.78			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ITA	13:30	230	1	LAZIO	1.88	3.20	3.80	TORINO	1.18	1.26	1.74	2.30	2.20	4.20	2.10	2.50	3.90	2.75	4.75	22.00	14.00	5.25	15.00	32.00	8.75	6.50	4.00	1.10	1.95	1.55	1.35	2.45	4.00	1.90	2.45	1.48	2.10			it.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SCHP	13:35	1355	3	AIRDRIEONIANS	2.80	3.20	2.18	MORTON	1.49	1.23	1.30	3.15	2.00	3.00	2.90	2.25	2.75	4.25	6.25	25.00	14.00	4.60	14.00	25.00	5.75	4.00	3.30	1.18	1.70	1.80	1.22	3.00	3.30	1.78	3.00	1.58	1.92			scotland.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	FRPO	13:45	1796	1	GRENOBLE	2.25	2.90	2.80	PARIS FC	1.27	1.25	1.42	3.05	1.82	3.70	2.75	2.08	3.30	3.90	5.50	25.00	15.00	4.10	15.00	28.00	6.50	4.75	2.30	1.40	1.35	2.45	1.04	5.25	2.30	1.75	5.25	2.00	1.52			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ICL	13:45	1356	3	ALDERSHOT	2.35	2.95	2.60	EASTLEIGH	1.31	1.23	1.38	2.95	1.85	3.25	2.70	2.15	2.95	3.90	5.50	25.00	14.00	4.25	14.00	28.00	6.00	4.40	2.85	1.20	1.58	1.92	1.12	3.50	2.85	1.78	3.50	1.70	1.80			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ICL	13:45	1357	3	WEYMOUTH	3.05	3.20	1.95	BOREHAM	1.56	1.19	1.21	3.20	2.05	2.65	2.95	2.35	2.45	4.10	6.50	28.00	14.00	5.50	14.00	25.00	5.50	3.30	2.85	1.20	1.68	1.82	1.12	3.50	2.85	1.78	3.50	1.72	1.78			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ICL	13:45	1358	3	YEOVIL	1.98	3.50	2.80	MAIDENHEAD UTD	1.26	1.16	1.56	2.45	2.15	3.25	2.25	2.45	3.05	3.05	5.25	22.00	13.00	6.00	14.00	28.00	7.00	4.50	4.00	1.08	1.95	1.55	1.30	2.40	4.00	1.90	2.40	1.48	2.10			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	INPL	14:15	270	1	CHELSEA	1.70	3.55	4.75	LEICESTER	1.15	1.25	2.03	2.20	2.08	5.25	1.98	2.40	4.80	2.50	4.25	23.00	15.00	5.00	16.00	40.00	10.50	8.00	3.00	1.22	1.65	1.95	1.18	3.30	3.00	1.85	3.30	1.85	1.65			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ING2	14:15	1302	1	NEWPORT COUNTY	2.20	2.85	3.05	FOREST GREEN	1.24	1.28	1.47	3.50	1.90	2.95	3.20	2.15	2.70	4.75	6.50	28.00	15.00	4.40	14.00	25.00	5.50	3.90	2.70	1.28	1.48	2.10	1.12	3.90	2.70	1.75	3.90	1.82	1.68			england.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	14:30	1362	3	MAGALLANES	2.45	3.05	2.40	CSD RANGERS	1.36	1.21	1.34	2.95	2.00	2.95	2.70	2.25	2.70	4.00	5.75	25.00	14.00	4.75	14.00	25.00	5.75	4.00	3.50	1.12	1.82	1.68	1.25	2.60	3.50	1.90	2.60	1.52	2.00			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ESP2	14:30	1363	3	ALBACETE	2.15	2.90	3.10	LUGO	1.23	1.27	1.50	2.85	1.85	3.80	2.55	2.10	3.50	3.60	5.00	25.00	15.00	4.10	15.00	28.00	7.00	5.50	2.60	1.30	1.45	2.15	1.10	4.00	2.60	1.78	4.00	1.85	1.65			es.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ESP2	14:30	1364	3	PONFERRADINA	2.75	2.90	2.40	ESPANYOL	1.41	1.28	1.31	3.60	1.80	3.20	3.20	2.05	2.85	4.60	6.25	28.00	15.00	4.00	15.00	25.00	5.50	4.10	2.30	1.40	1.35	2.45	1.05	5.00	2.30	1.78	5.00	2.00	1.52			es.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	ARG2	16:00	1366	3	NUEVA CHICAGO	2.70	2.55	2.60	ESTUDIANTES RIO CUARTO	1.31	1.32	1.29	3.75	1.72	3.00	3.40	1.95	2.65	5.25	6.50	28.00	15.00	3.60	14.00	25.00	5.00	3.90	2.25	1.35	1.30	2.60	1.02	5.00	2.25	1.65	5.00	2.00	1.52			ar.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	17:00	1373	3	U. DE CONCEPCION	1.75	3.25	3.60	UNION SAN FELIPE	1.14	1.18	1.71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CLA	17:15	1374	1	NACIONAL	2.12	3.30	2.80	U. CATOLICA	1.29	1.21	1.51	3.00	2.02	3.10	2.70	2.30	2.85	3.90	6.00	25.00	14.00	5.00	14.00	28.00	6.25	4.10	3.30	1.18	1.70	1.80	1.20	3.10	3.30	1.75	3.10	1.62	1.88			cla.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CLA	17:15	1375	1	PALMEIRAS	1.82	3.35	3.50	DEFENSA JUSTICIA	1.18	1.20	1.71	2.40	2.05	4.10	2.18	2.35	3.80	2.90	4.75	23.00	14.00	5.25	15.00	32.00	8.25	6.00	3.10	1.20	1.65	1.85	1.18	3.30	3.10	1.75	3.30	1.72	1.78			cla.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CLA	17:15	1376	1	THE STRONGEST	1.80	3.40	3.60	SANTOS	1.18	1.20	1.75	2.35	2.08	4.10	2.15	2.35	3.80	2.85	4.75	23.00	14.00	5.25	15.00	32.00	8.50	6.00	3.30	1.18	1.72	1.78	1.22	3.00	3.30	1.78	3.00	1.65	1.85			cla.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CSA	17:15	1377	1	INDEPENDIENTE	1.65	3.00	4.70	BAHIA	1.06	1.22	1.83	2.30	1.80	5.25	2.05	2.10	4.90	2.70	4.10	22.00	15.00	4.10	16.00	40.00	9.75	8.25	2.35	1.32	1.40	2.30	1.04	4.60	2.35	1.80	4.60	2.10	1.48			csa.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CSA	17:15	1378	1	RIVER PLATE (PAR)	3.50	3.15	1.80	PENAROL	1.66	1.19	1.15	4.10	1.95	2.35	3.75	2.25	2.15	6.00	8.00	32.00	15.00	4.60	14.00	22.00	4.60	2.90	3.00	1.18	1.65	1.85	1.15	3.20	3.00	1.80	3.20	1.70	1.80			csa.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CHI2	19:30	1383	3	CD SANTA CRUZ	2.80	3.35	2.02	COQUIMBO UNIDO	1.53	1.17	1.26	3.50	1.95	2.65	3.20	2.20	2.40	4.90	6.75	28.00	14.00	4.60	14.00	25.00	5.25	3.40	3.00	1.18	1.58	1.92	1.15	3.20	3.00	1.80	3.20	1.68	1.82			cl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CLA	19:30	1384	1	FLUMINENSE	1.53	3.60	4.90	ATLETICO JUNIOR	1.07	1.17	2.08	2.20	2.00	5.00	2.00	2.30	4.60	2.60	4.25	23.00	15.00	5.00	16.00	40.00	9.75	7.75	2.85	1.25	1.60	1.90	1.15	3.50	2.85	1.78	3.50	1.88	1.62			cla.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CLA	19:30	1385	1	SAO PAULO	1.70	3.20	4.30	RACING CLUB	1.11	1.22	1.83	2.05	2.08	5.50	1.85	2.40	5.10	2.35	4.10	23.00	16.00	5.50	17.00	40.00	11.50	9.00	3.10	1.20	1.55	1.95	1.18	3.30	3.10	1.75	3.30	1.85	1.65			cla.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CLA	19:30	1386	1	UNIVERSITARIO	5.00	3.60	1.65	INDEP. JOSE TERAN	2.09	1.24	1.13	5.25	2.05	2.12	4.90	2.40	1.90	8.25	10.50	40.00	16.00	5.25	16.00	23.00	4.25	2.45	3.10	1.20	1.70	1.90	1.18	3.30	3.10	1.75	3.30	1.85	1.65			cla.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	CSA	19:30	1387	1	TALLERES	2.45	2.85	2.55	BRAGANTINO	1.32	1.25	1.35	3.15	1.80	3.25	2.85	2.05	2.95	4.25	5.75	25.00	15.00	4.00	15.00	25.00	5.75	4.40	2.50	1.28	1.45	2.15	1.06	4.25	2.50	1.78	4.25	1.85	1.65			csa.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	COR	02:30	1389	3	GWANGJU	3.15	3.05	1.98	JEJU UTD	1.55	1.22	1.20	3.50	2.10	2.40	3.25	2.40	2.20	5.00	7.50	28.00	14.00	5.25	14.00	23.00	5.00	2.95	4.25	1.06	1.70	1.80	1.32	2.35	4.25	1.85	2.35	1.45	2.15			kr.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	AUS	04:05	1391	3	SYDNEY	1.27	5.10	7.00	MELBOURNE VICTORY	1.02	1.07	2.95	1.70	2.60	5.75	1.55	3.05	5.50	1.85	4.25	17.00	16.00	8.25	18.00	45.00	15.00	10.50	5.75	1.02	2.60	1.30	1.62	1.88	5.75	2.00	1.90	1.48	2.10			au.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	COR	05:00	1402	3	JEONBUK HM	2.30	2.70	2.95	ULSAN	1.24	1.29	1.41	2.90	1.80	3.50	2.60	2.05	3.20	3.90	5.25	25.00	14.00	3.75	14.00	28.00	6.50	5.25	3.20	1.15	1.58	1.92	1.18	3.00	3.20	1.80	3.00	1.60	1.90			kr.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	COR	05:00	1403	3	SUWON SB	2.35	2.90	2.65	DAEGU FC	1.30	1.25	1.38	3.00	1.80	3.35	2.70	2.05	3.05	4.00	5.50	25.00	14.00	4.10	14.00	28.00	6.00	4.50	2.50	1.28	1.48	2.10	1.06	4.25	2.50	1.78	4.25	1.85	1.65			kr.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	AUS	06:20	1404	3	PERTH GLORY	2.25	3.50	2.50	ADELAIDE UTD	1.37	1.18	1.46	2.80	2.20	2.90	2.60	2.50	2.70	3.75	6.00	25.00	14.00	5.50	14.00	25.00	6.25	3.90	4.75	1.06	2.30	1.40	1.45	2.15	4.75	1.90	2.15	1.35	2.45			au.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	KAZ	07:00	1410	3	KASPYI AKTAU	2.35	2.90	2.60	SHAKHTYOR KARAG.	1.30	1.23	1.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	KAZ	07:00	1411	3	TARAZ	1.58	3.60	4.20	ZHETYSU	1.10	1.15	1.94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	POL3	08:00	1416	3	SKRA CZESTOCHOWA	1.98	3.25	3.00	ZNICZ PRUSZKOW	1.23	1.19	1.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			pl.png	
2167	MARTES 18 DE MAYO - PROGRAMA 2167	18/05/2021	SVN	08:00	1418	3	NS MURA	2.40	3.25	2.35	DOMZALE	1.38	1.19	1.36	2.80	1.85	3.50	2.55	2.10	3.20	-	-	-	-	-	-	-	-	-	2.60	1.25	1.70	1.80	1.08	4.00	2.60	1.62	4.00	1.82	1.68			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	KAZ	09:00	1431	3	ATYRAU	3.30	3.45	1.81	ORDABASY	1.69	1.17	1.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	KAZ	09:00	1432	3	TOBOL KOSTANAY	1.47	3.60	5.25	KYZYLZHAR	1.04	1.15	2.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			europeanunion.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POL3	09:00	1433	3	SLASK WROCLAW II	2.08	3.25	2.80	POGON SIEDLCE	1.27	1.19	1.50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			pl.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POL3	09:00	1434	3	WIGRY SUWALKI	1.50	4.10	4.10	LECH II POZNAN	1.10	1.10	2.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			pl.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1443	1	GIL VICENTE	3.20	3.10	2.05	BOAVISTA	1.57	1.25	1.23	3.75	1.98	2.65	3.45	2.25	2.40	5.50	7.25	28.00	15.00	4.50	14.00	25.00	5.00	3.35	3.30	1.18	1.70	1.80	1.20	3.10	3.30	1.75	3.10	1.62	1.88			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1444	1	GUIMARAES	3.75	3.75	1.70	BENFICA	1.88	1.17	1.17	4.20	2.18	2.20	3.90	2.50	2.02	6.00	9.00	35.00	15.00	6.00	14.00	21.00	4.75	2.60	3.50	1.15	1.85	1.65	1.25	2.85	3.50	1.78	2.85	1.62	1.88			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1445	1	MOREIRENSE	2.60	3.10	2.35	FAMALICAO	1.41	1.23	1.34	3.25	1.95	3.00	2.95	2.25	2.75	4.25	6.25	28.00	14.00	4.60	14.00	25.00	5.75	3.90	3.00	1.22	1.60	1.90	1.15	3.50	3.00	1.72	3.50	1.68	1.82			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1446	1	NACIONAL MADEIRA	4.50	3.60	1.55	RIO AVE	2.00	1.15	1.08	4.90	2.15	2.10	4.60	2.50	1.90	7.75	10.50	40.00	16.00	5.50	15.00	23.00	4.25	2.40	3.50	1.15	1.80	1.70	1.25	2.85	3.50	1.78	2.85	1.70	1.80			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1447	1	PORTIMONENSE	2.60	2.90	2.40	BRAGA	1.37	1.25	1.31	3.25	1.92	3.05	3.00	2.20	2.80	4.50	6.25	25.00	15.00	4.25	15.00	25.00	5.75	4.10	3.10	1.20	1.65	1.85	1.18	3.30	3.10	1.75	3.30	1.62	1.88			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1448	1	PORTO	1.25	4.75	8.00	BELENENSES	-	1.08	2.98	1.67	2.40	7.25	1.52	2.90	7.00	1.78	3.90	20.00	18.00	7.25	20.00	50.00	18.00	14.00	4.00	1.10	2.05	1.50	1.35	2.45	4.00	1.85	2.45	1.85	1.65			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1449	1	SANTA CLARA	2.30	3.20	2.60	FARENSE	1.34	1.22	1.43	2.95	1.98	3.25	2.70	2.25	2.95	3.90	5.75	25.00	14.00	4.90	14.00	28.00	6.25	4.25	3.00	1.22	1.60	1.90	1.15	3.50	3.00	1.72	3.50	1.70	1.80			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1450	1	SPORTING LISBOA	1.25	4.75	8.00	MARITIMO	-	1.08	2.98	1.67	2.40	7.25	1.52	2.90	7.00	1.78	3.90	20.00	18.00	7.25	20.00	50.00	18.00	14.00	4.00	1.10	2.05	1.50	1.35	2.45	4.00	1.85	2.45	1.85	1.65			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POR	10:00	1451	1	TONDELA	2.45	3.10	2.45	PACOS FERREIRA	1.37	1.23	1.37	3.10	1.98	3.10	2.85	2.25	2.85	4.10	6.00	25.00	15.00	4.75	15.00	25.00	6.00	4.10	3.00	1.22	1.60	1.90	1.15	3.50	3.00	1.72	3.50	1.68	1.82			pt.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POL3	10:00	1441	3	BLEKITNI STARGARD	2.35	3.05	2.55	OLIMPIA ELBLAG	1.33	1.22	1.39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			pl.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	POL3	10:00	1442	3	GARBARNIA KRAKOW	1.65	3.70	3.70	OLIMPIA GRUDZIADZ	1.14	1.14	1.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			pl.png	
2168	MIERCOLES 19 DE MAYO - PROGRAMA 2168	19/05/2021	SAF	10:00	1459	3	CAPE TOWN CITY	2.05	2.80	3.30	MARITZBURG UTD	1.18	1.26	1.51	2.50	1.80	4.40	2.20	2.10	4.00	3.05	4.40	25.00	14.00	3.90	15.00	28.00	8.00	6.75	2.75	1.22	1.50	2.05	1.12	3.50	2.75	1.65	3.50	1.78	1.72			za.png	
